Location,Category,Item_ID,Parent_ID,Name,Type,UOM,Unit_Rate_USD,Labor_Rate_USD,Material_Rate_USD,CSI_Title
"Deschutes County, Oregon",Plumbing > Pipe and Tubing > PEX Pipe,eb9ee92a-60fb-451e-b8f6-8b35a453ba5b,N/A (Root),"1"" X 500' PEX Tubing Oxygen Barrier Radiant Heating Pipe",MATERIAL,LF,2.94,67.14,0.71,Facility Water Distribution
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,a31905d3-7b5c-4438-bdaf-b6609758b14c,N/A (Root),"1"" X 6"" Random Length S4S Walnut Board",MATERIAL,LF,14.23,37.33,13.58,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,f17dc7d2-a58f-4059-beb8-11d3cce0987a,N/A (Root),"1"" X 6"" X 10' S4S Board Cut-To-Length Board",MATERIAL,LF,8.44,37.33,7.79,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,e488b3ba-8958-49bf-bba1-f910cdf48e0b,N/A (Root),"1"" X 6"" X 12' Barn Wood Pine Shiplap Board",MATERIAL,LF,1.94,37.33,1.29,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,b6dcc7c6-b1d7-49d8-9d3f-0dc86a3fe1b7,N/A (Root),"1"" X 6"" X 12' Barn Wood Pre-Finished Pine Shiplap Board",MATERIAL,LF,1.93,37.33,1.28,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,a5ccfc81-1730-4f72-bec9-f1653ce97e5d,N/A (Root),"1"" X 6"" X 12' Barn Wood Shiplap Pine Board",MATERIAL,LF,2.04,37.33,1.39,Millwork
"Deschutes County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,80dc64ce-47e6-4254-9337-e0d8051b4bb9,N/A (Root),"1"" X 6"" X 16' Composite Grooved Decking Board",MATERIAL,LF,3.14,37.33,2.35,Composite Decking
"Deschutes County, Oregon",Siding > Wood Siding,e314d987-5ed2-41e6-b453-04247889555d,N/A (Root),"1"" X 6"" X 16' Primed-Treated Tongue & Groove Board",MATERIAL,SF,4.27,37.33,1.29,Siding
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,cfc9b6e3-a77f-4cb5-aa6c-bd76709f47a1,N/A (Root),"1"" X 6"" X 4' Ash Charred Wood Pine Shiplap Board",MATERIAL,LF,3.98,37.33,3.33,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,81b66ee3-b553-4526-8c4e-b3e028bdd50b,N/A (Root),"1"" X 6"" X 4' Charred Wood Pine Shiplap Board",MATERIAL,LF,2.28,37.33,1.63,Millwork
"Deschutes County, Oregon",Framing > Structural Steel > L Angles,9aad2dec-6bdb-11eb-9439-0242ac130002,N/A (Root),"1"" X 6"" X 6"" Galvanized Steel Angle",MATERIAL,LBS,7.96,37.27,1.76,Structural Steel Framing
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,90c9a162-ec83-4512-8c82-657cd03d048a,N/A (Root),"1"" X 6"" X 6' Ash Charred Wood Pine Shiplap Board",MATERIAL,LF,4.4,37.33,3.75,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,ae19704c-43cf-48ab-8f41-4e45b65250ca,N/A (Root),"1"" X 6"" X 6' Barn Wood Brown-Tone Shiplap",MATERIAL,LF,2.41,37.33,1.76,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,a0c1b0c0-bb2d-4dd9-9598-464499a51a11,N/A (Root),"1"" X 6"" X 6' Barn Wood Shiplap Spruce/Pine/Fir Board",MATERIAL,LF,2.87,37.33,2.22,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,d079a693-b246-46b7-808b-f936ce4116c7,N/A (Root),"1"" X 6"" X 6' Charred Wood Pine Shiplap Board",MATERIAL,LF,4.24,37.33,3.59,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,b6c776cc-7380-46bf-9288-999bdc6ae612,N/A (Root),"1"" X 6"" X 6' S4S #3 and Pine Trim Board",MATERIAL,LF,1.58,37.33,0.93,Millwork
"Deschutes County, Oregon",Framing > Structural Steel > L Angles,9aad365c-6bdb-11eb-9439-0242ac130002,N/A (Root),"1"" X 6"" X 8"" Galvanized Steel Angle",MATERIAL,LBS,10.04,37.27,1.76,Structural Steel Framing
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,94ef67a8-1285-4168-abc5-3d6826894fca,N/A (Root),"1"" X 6"" X 8' Ash Charred Wood Pine Shiplap Board",MATERIAL,LF,3.21,37.33,2.56,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,e2202581-cc67-4871-876b-f9e8e8018ef0,N/A (Root),"1"" X 6"" X 8' Kiln Dried Shiplap Barn Wood",MATERIAL,LF,2.23,37.33,1.58,Millwork
"Deschutes County, Oregon",Siding > Wood Siding,f825c455-950a-46d8-8de6-448ddb09bde4,N/A (Root),"1"" X 6"" X 8' Pine Tongue and Groove Siding",MATERIAL,SF,5.56,37.33,2.58,Siding
"Deschutes County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,dbc4a411-e9d4-490f-bde6-94ba907e3372,N/A (Root),"1"" X 6"" X 8' Square Edge Composite Decking Board",MATERIAL,LF,3.37,37.33,2.58,Composite Decking
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,c3e92bc5-889d-4827-819f-afb676a10ecf,N/A (Root),"1"" X 6"" X 8' Weathered Barn Wood Shiplap Pine Board",MATERIAL,LF,2.08,37.33,1.43,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,aeccbca8-b788-433b-b9bf-7c84165a9100,N/A (Root),"1"" X 6"" X 84"" Knotty Alder and Board",MATERIAL,LF,4.95,37.33,4.3,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,aef5cef9-c728-46b2-b27a-bc35c3f01a85,N/A (Root),"1"" X 6"" X Random Length S4S African Mahogany Board",MATERIAL,LF,10.35,37.33,9.7,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,831eb656-63e7-49d9-a97a-d48a1bd7a0ab,N/A (Root),"1"" X 6"" X Random Length S4S Oak Board",MATERIAL,LF,7.1,37.33,6.45,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,a06c5d05-f8ac-4fc6-b42d-6b8dfc14da60,N/A (Root),"1"" X 6"" X Random Length S4S Poplar Board",MATERIAL,LF,4.8,37.33,4.15,Millwork
"Deschutes County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,9a82f854-1e2f-4f6a-93a3-8a14b1721aae,N/A (Root),"1"" X 6' - 12' Composite Grooved Edge Decking Board",MATERIAL,LF,2.83,37.33,2.04,Composite Decking
"Deschutes County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,caf31cc5-9899-42e9-8085-46cbf9b75076,N/A (Root),"1"" X 6' - 16' Square Edge Composite Decking Board",MATERIAL,LF,2.7,37.33,1.91,Composite Decking
"Deschutes County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,ca800d53-1e8f-437b-97a5-92216e421555,N/A (Root),"1"" X 6' X 16' Square Edge Composite Decking Board",MATERIAL,LF,2.7,37.33,1.91,Composite Decking
"Deschutes County, Oregon",Plumbing > Pipe and Tubing > Galvanized Pipe,c41d8b6d-cb85-40a0-8eb8-2ff887b36fc9,N/A (Root),"1"" X 60"" Galvanized Black Steel Pipe",MATERIAL,LF,16.51,67.14,7.58,Facility Water Distribution
"Deschutes County, Oregon",Plumbing > Pipe and Tubing > Copper Pipe,808cdbd7-73fb-4e38-be93-8a7077dd8f7b,N/A (Root),"1"" X 60' Type-K Soft Copper Tubing",MATERIAL,LF,19.33,67.14,10.4,Facility Water Distribution
"Deschutes County, Oregon",Plumbing > Pipe and Tubing > Copper Pipe,91f70ed5-51dd-43dd-b06a-e62752b76765,N/A (Root),"1"" X 60' Type-L Soft Copper Tubing",MATERIAL,LF,18.49,67.14,9.56,Facility Water Distribution
"Deschutes County, Oregon",Interior Finishes > Tile > Tile Trim,95894987-1fa0-4cc8-a373-2119eadf7f50,N/A (Root),"1"" X 8"" Ceramic Wall Pencil Liner Tile Trim",MATERIAL,LF,22.29,33.2,17.87,Tiling
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,eae12ba5-2662-405a-89d7-e730520d8816,N/A (Root),"1"" X 8"" X 1' Random Length S4S Knotty Alder Board",MATERIAL,LF,7.98,37.33,7.33,Millwork
"Deschutes County, Oregon",Siding > Wood Siding,ee21008a-534c-46e1-8fb2-35dc11af58a2,N/A (Root),"1"" X 8"" X 10' Kiln Dried Cedar Siding Board",MATERIAL,SF,5.07,37.33,2.09,Siding
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,fb220683-f9fe-4729-9e0c-3f3006ccf6be,N/A (Root),"1"" X 8"" X 4' Barn Wood Shiplap Pine Board",MATERIAL,LF,4.08,37.33,3.43,Millwork
"Deschutes County, Oregon",Framing > Structural Steel > L Angles,9aad3c1a-6bdb-11eb-9439-0242ac130002,N/A (Root),"1"" X 8"" X 8"" Galvanized Steel Angle",MATERIAL,LBS,10.04,37.27,1.76,Structural Steel Framing
"Deschutes County, Oregon",Framing > Structural Steel > L Angles,b77200ec-87c0-4eff-8f0e-cbaf43314e31,N/A (Root),"1"" X 8"" X 8"" Steel Angle",MATERIAL,LBS,9.72,37.27,1.44,Structural Steel Framing
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Shiplap,fccbd025-9190-417f-a190-0d356aaf5cb3,N/A (Root),"1"" X 8"" X 8' Barn Wood Shiplap Pine Board",MATERIAL,LF,3.56,37.33,2.91,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,dd86b223-657b-4d1e-831f-eb62d79d8781,N/A (Root),"1"" X 8"" X Random Length S4S African Mahogany Board",MATERIAL,LF,13.98,37.33,13.33,Millwork
"Deschutes County, Oregon",Interior Finishes > Tile > Tile Trim,8e7baa0e-42ee-40f0-81ac-50723d1f7c2f,N/A (Root),"1"" X 9-3/4"" Ceramic Pencil Wall Tile Trim",MATERIAL,LF,7.22,33.2,2.8,Tiling
"Deschutes County, Oregon",Electrical > Interior Lighting > Recessed Lighting,f32a2c7b-564e-4ab7-811b-db9aa5cb9d9e,N/A (Root),1' 100 Watt Integrated LED Dimmable High Bay Light 4000K Light Fixture,MATERIAL,EA,496.36,58.83,105.11,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Recessed Lighting,a2727ae2-40d5-47f9-b5f4-c6d359c30597,N/A (Root),1' 150 Watt Integrated LED High Bay-Light Indoor/Outdoor UFO-Light 5000K Light Fixture,MATERIAL,EA,491.24,58.83,99.99,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Track Lighting,e2f9c8da-b455-4b7a-bd2b-96ea8cd6819c,N/A (Root),1' 2-Light and LED Fixed Track Lighting Kit Light Fixture,MATERIAL,EA,30.97,58.83,15.95,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Recessed Lighting,b93569ec-b225-4b61-a85b-d923215c0abe,N/A (Root),1' 200 Watt Non-Dimmable Integrated LED High Bay Light 5000K Light Fixture,MATERIAL,EA,714.51,58.83,323.26,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Recessed Lighting,f1f78821-af12-4a1b-9e1d-943917352620,N/A (Root),1' 220 Watt Integrated LED Dimmable High Bay-Light Fixture 5000K Light Fixture,MATERIAL,EA,557.92,58.83,166.67,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Recessed Lighting,d36728ee-0d65-4fef-834e-78b15cc9bdf8,N/A (Root),1' 250 Watt 100 Watt Integrated LED Dimmable Round High Bay-Light 4000K Light Fixture,MATERIAL,EA,515.24,58.83,123.99,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Recessed Lighting,a77cf28a-55ae-4b0c-a9ad-35ed552bda25,N/A (Root),1' 250 Watt Integrated LED Dimmable UFO High Bay Light 5000K Light Fixture,MATERIAL,EA,515.24,58.83,123.99,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Track Lighting,8ce4c426-2168-4fb9-a0c4-78d1a9b96e92,N/A (Root),1' 3-Light Black/Brass Integrated LED Fixed Track Lighting Kit Light Fixture,MATERIAL,EA,217.66,58.83,124.31,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Track Lighting,b2336b44-6a46-47a8-920d-aa85cea89e30,N/A (Root),1' 3-Light Integrated LED Fixed Track Lighting Kit Light Fixture,MATERIAL,EA,180.71,58.83,62.4,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Recessed Lighting,cfa2b25f-83ad-48e9-bb07-07a90a8fdac2,N/A (Root),1' 320 Watt Integrated LED Dimmable UFO High Bay Light 5000K Light Fixture,MATERIAL,EA,540.24,58.83,148.99,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Recessed Lighting,b558c831-c985-4b5f-97cc-aa952677e49f,N/A (Root),1' 460 Watt Integrated LED Dimmable UFO High Bay-Light Fixture 4000K Light Fixture,MATERIAL,EA,611.24,58.83,219.99,Interior Lighting
"Deschutes County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,bc3fe96d-8956-48d9-a13f-aaedf7ba5653,N/A (Root),1' X 024' Interlocking Composite Deck Tile,MATERIAL,EA,6.33,37.33,4.84,Wood Framing
"Deschutes County, Oregon",Electrical > Interior Lighting > Commercial Lighting,f3d334fa-5343-4e7e-89db-75e6a999066e,N/A (Root),1' X 1' 10 Watt 800 Lumens Dimmable Integrated LED Edge-Lit Flat Panel Flush Mount-Light Changing Light Fixture,MATERIAL,EA,431.72,58.83,40.47,Interior Lighting
"Deschutes County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,af8eaa29-09ff-4f78-af01-13d405cc7e41,N/A (Root),1' X 1' Outdoor Composite Deck Tile,MATERIAL,SF,8.35,37.33,6.86,Wood Framing
"Deschutes County, Oregon",Electrical > Interior Lighting > Commercial Lighting,badf8e4d-9aea-46da-ab44-c761575bce51,N/A (Root),1' X 2' 23 Watt 2000 Lumens Dimmable Integrated LED Light Changing,MATERIAL,EA,451.22,58.83,59.97,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Commercial Lighting,cccb55f2-af34-45b8-b3fb-02866eaa05df,N/A (Root),1' X 4' 2400 Lumens/3300 Lumens/4400 Lumens Integrated LED Flat Panel Light,MATERIAL,EA,528.72,58.83,137.47,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Commercial Lighting,8e2689d9-bd7c-49a0-8878-ef3710ae42cb,N/A (Root),"1' X 4' 250 Watt Integrated LED Backlit Troffer, 3750 Lumens, 3500K",MATERIAL,EA,324.95,58.83,89.97,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Commercial Lighting,e94a25e4-6f8f-4f74-9f95-064f2ce4c117,N/A (Root),1' X 4' 50 Watt Dimmable 3800 Lumens Integrated LED Edge-Lit Flat Panel Flush Mount Ceiling Light Fixture,MATERIAL,EA,497.76,58.83,106.51,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Commercial Lighting,a5e8a51a-c1d1-4f0e-9968-ebad112b50dc,N/A (Root),1' X 4' 5000 Lumens Integrated LED Panel Light 5000K Light Fixture,MATERIAL,EA,470.4,58.83,79.15,Interior Lighting
"Deschutes County, Oregon",Electrical > Interior Lighting > Commercial Lighting,a8bc8048-b4c1-471e-91ef-976241508ce1,N/A (Root),1' X 4' LED Troffer Panel-Light 2000/2500/3750 Lumens 3500K/4000K/5000K Dimmable,MATERIAL,EA,545.31,58.83,154.06,Interior Lighting
"Deschutes County, Oregon",Electrical > Switches and Outlets > Motion and Light Sensors,e085a453-3fab-4afa-8922-988c42c9f1a1,N/A (Root),"1,000 Watt LED/Incandescent In-Wall Photocontrol Lighting Sensor",MATERIAL,EA,103.23,58.83,24.98,Low-Voltage Distribution Equipment
"Deschutes County, Oregon",Electrical > Switches and Outlets > Motion and Light Sensors,de35340d-f2af-4972-bee7-921d040ba281,N/A (Root),"1,000 Watt LED/Incandescent Mount Light Control Photocontrol Lighting Sensor",MATERIAL,EA,95.24,58.83,16.99,Low-Voltage Distribution Equipment
"Deschutes County, Oregon",Electrical > Switches and Outlets > Motion and Light Sensors,ed1790f9-fc25-411a-8b14-a510988f527b,N/A (Root),"1,000 Watt LED/Incandescent Photocontrol Lighting Sensor",MATERIAL,EA,99.23,58.83,20.98,Low-Voltage Distribution Equipment
"Deschutes County, Oregon",Electrical > Switches and Outlets > Motion and Light Sensors,d753b64c-eec1-4b40-bb17-9fe5e368c1ba,N/A (Root),"1,000 Watt LED/Incandescent Stem and Swivel Photocontrol Lighting Sensor",MATERIAL,EA,101.23,58.83,22.98,Low-Voltage Distribution Equipment
"Deschutes County, Oregon",Electrical > Switches and Outlets > Motion and Light Sensors,88804319-b6d3-4c9f-819f-a64a15357db8,N/A (Root),"1,000 Watt LED/Incandescent Stem Mount Photocontrol Lighting Sensor",MATERIAL,EA,99.23,58.83,20.98,Low-Voltage Distribution Equipment
"Deschutes County, Oregon",Electrical > Wiring > Service Entrance Wires,8e29517d-6048-4656-abb2-61709ad6a6a4,N/A (Root),"1,000' 1/0-1/0-1/0 Stranded Al URD Cable",MATERIAL,LF,5.72,58.83,2.59,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Wiring > Building Wires (NM-B),e96bdd6b-3216-447b-bab7-caf336a83baa,N/A (Root),"1,000' 10/2 Solid CU NM-B W/G Wire",MATERIAL,LF,4.29,58.83,1.16,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Wiring > Building Wires (NM-B),a85ead43-02a2-4548-b8af-7d8f2b076f04,N/A (Root),"1,000' 10/3 Solid CU NM-B W/G Wire",MATERIAL,LF,4.87,58.83,1.74,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Wiring > Building Wires (NM-B),fb516f53-0fbd-455e-b779-653400369f17,N/A (Root),"1,000' 12/3 Solid CU NM-B W/G Wire",MATERIAL,LF,4.18,58.83,1.05,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Wiring > Outdoor Electrical Wires (UF-B),ef811786-5e8c-405b-b32e-655cb02b6813,N/A (Root),"1,000' 12/3 Solid CU UF-B W/G Wire",MATERIAL,LF,4.49,58.83,1.36,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Wiring > Outdoor Electrical Wires (UF-B),d257ca5b-46ab-411e-b7a9-96ab14ee656a,N/A (Root),"1,000' 12/3 Solid CU W/G Wire",MATERIAL,LF,4.32,58.83,1.19,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Wiring > Outdoor Electrical Wires (UF-B),f1af724e-8177-4996-b41d-abc2b604f622,N/A (Root),"1,000' 12/3 Solid UF-B Cable",MATERIAL,LF,4.49,58.83,1.36,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Wiring > Building Wires (NM-B),f9a8e3a0-308d-4b55-89c6-dacb52bc6cb2,N/A (Root),"1,000' 14/2 Solid CU NM-B W/G Wire",MATERIAL,LF,3.44,58.83,0.31,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Wiring > Outdoor Electrical Wires (UF-B),f6a688f8-9dad-44a3-80c9-eedb5b967d6c,N/A (Root),"1,000' 14/2 Solid UF-B Cable",MATERIAL,LF,3.84,58.83,0.71,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Wiring > Building Wires (NM-B),ba6e480f-3ecf-411b-a9fd-ee8138a203fa,N/A (Root),"1,000' 14/3 Solid CU NM-B W/G Wire",MATERIAL,LF,3.58,58.83,0.45,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Low Voltage > Coaxial Wires,a9a1ecfb-74e0-441e-893f-41e91cfc640b,N/A (Root),"1,000' 18 RG6 Dual Shield CU CATV CM/CL2 Coaxial Cable",MATERIAL,LF,1.1,58.83,0.08,Communications Horizontal Cabling
"Deschutes County, Oregon",Sitework > Landscaping > Irrigation,9152678b-6dc5-4249-904a-33b8cc78ce43,N/A (Root),"1,000' 18/2 Solid UL Sprinkler System Wire",MATERIAL,LF,0.83,58.83,0.2,Planting Irrigation
"Deschutes County, Oregon",Electrical > Wiring > Service Entrance Wires,f0fdb429-45d4-44a8-afe0-2733f1bc0181,N/A (Root),"1,000' 2-2-2 Stranded Al URD Cable",MATERIAL,LF,4.39,58.83,1.26,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Wiring > Service Entrance Wires,8135ae06-f51b-45c1-8a30-0c6358d13168,N/A (Root),"1,000' 2-2-2-4 Stranded Al URD Cable",MATERIAL,LF,6.18,58.83,3.05,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Low Voltage > Data Cables,b6f52917-fd79-4087-8a38-58d60073db71,N/A (Root),"1,000' 23 AWG 4-Pair UTP Cat6 Data Cable",MATERIAL,LF,1.18,58.83,0.16,Communications Horizontal Cabling
"Deschutes County, Oregon",Electrical > Low Voltage > Data Cables,8498d012-5b78-4c01-beb2-1195eeaeaa49,N/A (Root),"1,000' 23-4 Cat6 Plenum Twisted Pair Cable",MATERIAL,LF,1.26,58.83,0.24,Communications Horizontal Cabling
"Deschutes County, Oregon",Electrical > Low Voltage > Data Cables,cc4b5d6e-ee84-4141-9a44-8925ac80dc39,N/A (Root),"1,000' 23-Gauge/8-Conductors Solid Unshielded Twisted Pair Cat6 Cable",MATERIAL,LF,1.17,58.83,0.15,Communications Horizontal Cabling
"Deschutes County, Oregon",Electrical > Low Voltage > Data Cables,e5ca17a7-22aa-4e2a-8ef0-3daa8cde0763,N/A (Root),"1,000' 24/8 Cat5E Helix/Hi-Temp Twisted Pair Cable",MATERIAL,LF,1.14,58.83,0.12,Communications Horizontal Cabling
"Deschutes County, Oregon",Electrical > Wiring > Building Wires (THHN),fb0f8d40-3914-4e23-ad36-f050cdcc05ed,N/A (Root),"1,000' 3/0 Stranded CU THHN Wire",MATERIAL,LF,8.83,58.83,5.7,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Wiring > Service Entrance Wires,dfbb6caf-f471-49bf-a2c6-ba8d57b46777,N/A (Root),"1,000' 4/0-4/0-2/0 Stranded Al URD Cable",MATERIAL,LF,5.88,58.83,2.75,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Wiring > Building Wires (NM-B),a57797e6-360d-4e9d-8769-b6e4f795add9,N/A (Root),"1,000' 8/3 Stranded CU NM-B W/G Wire",MATERIAL,LF,6.31,58.83,3.18,Common Work Results for Electrical
"Deschutes County, Oregon",Electrical > Low Voltage > Coaxial Wires,c92331dc-0d31-42f7-a71e-e70f91537631,N/A (Root),"1,000' Dual Shield Cm Coaxial Cable",MATERIAL,LF,1.08,58.83,0.06,Communications Horizontal Cabling
"Deschutes County, Oregon",Electrical > Low Voltage > Coaxial Wires,d2340b35-2151-4f44-b219-3183f369cb2c,N/A (Root),"1,000' Pull-Pack Rg 6U 18 AWG Coaxial Cable",MATERIAL,LF,1.08,58.83,0.06,Communications Horizontal Cabling
"Deschutes County, Oregon",Electrical > Low Voltage > Coaxial Wires,e93881f2-e7c1-4237-bbcd-3032d298b0b2,N/A (Root),"1,000' Quad Shield CMR Coaxial Cable",MATERIAL,LF,1.1,58.83,0.08,Communications Horizontal Cabling
"Deschutes County, Oregon",Electrical > Low Voltage > Coaxial Wires,d0a120f9-7224-4713-9742-fb2847cc8600,N/A (Root),"1,000' RG6 Quad Shield Coaxial Cable",MATERIAL,LF,1.38,58.83,0.36,Communications Horizontal Cabling
"Deschutes County, Oregon",Electrical > Low Voltage > Coaxial Wires,d2e8ba1c-3364-49e0-b917-bbd7c8a72267,N/A (Root),"1,000' RG6/U Dual Shield Coaxial Cable",MATERIAL,LF,1.35,58.83,0.33,Communications Horizontal Cabling
"Deschutes County, Oregon",HVAC > Heating > Boilers,90a81592-14a2-4941-b660-be2b089826dd,N/A (Root),"1,000,000 BTU Output Condensing Boiler",MATERIAL,EA,63222.69,43.11,52295.0,Heating Boilers
"Deschutes County, Oregon",HVAC > Heating > Boilers,9d2afe23-0ce8-41ef-bc5a-5467c7ae929a,N/A (Root),"1,200,000 BTU Output Condensing Boiler",MATERIAL,EA,76208.84,43.11,62850.0,Heating Boilers
"Deschutes County, Oregon",Sitework > Fences and Gates > Chain Link Fencing,bec37ac5-454c-4eba-89d7-751cb3c499cb,N/A (Root),"1,320' 15-1/2-Gauge 4-Point High-Tensile Cl3 Barbed Wire",MATERIAL,LF,0.52,31.2,0.11,Fences and Gates
"Deschutes County, Oregon",Sitework > Fences and Gates > Chain Link Fencing,de6c4ea6-29c1-4ceb-81b4-6732b15541cc,N/A (Root),"1,320' 15.5-Gauge 2-Point High-Tensile Barbed Wire",MATERIAL,LF,0.11,31.2,0.03,Fences and Gates
"Deschutes County, Oregon",Electrical > Power Distribution > Specialty Power,c4822a6b-bedd-41f2-9045-cd8e2abd44f4,N/A (Root),"1,700 Watt Step Up/Down Voltage Transformer",MATERIAL,EA,350.47,58.83,193.97,Low-Voltage Distribution Equipment
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Baseboard,be8d4f0f-8eb3-4770-8a64-78fe35f36d0b,N/A (Root),"1-1/16"" X 1-1/16"" Solid Pine Quarter Round Molding",MATERIAL,LF,4.32,37.33,3.67,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > General Purpose Moulding,c04be611-5811-480e-8825-1ba7e089bf05,N/A (Root),"1-1/16"" X 1-1/16"" X 96"" Hemlock Square Molding",MATERIAL,LF,3.03,37.33,2.38,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Baseboard,fc93d3bd-1fe6-4857-907f-b1c088976107,N/A (Root),"1-1/16"" X 1-1/16"" X 96"" Pine Quarter Round Molding",MATERIAL,LF,1.87,37.33,1.22,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Casing,d4c5c8be-7e2c-44b2-8833-3d05c3adea45,N/A (Root),"1-1/16"" X 3-1/2"" Solid Pine Door and Window Casing",MATERIAL,LF,5.88,37.33,5.23,Millwork
"Deschutes County, Oregon",Interior Finishes > Interior Trim > Casing,f464dadb-88a7-4a65-b3f3-5f024c1e4b26,N/A (Root),"1-1/16"" X 3-1/2"" Wood Primed Pine Molding",MATERIAL,LF,5.59,37.33,4.94,Millwork
"Deschutes County, Oregon",Electrical > Conduit > Flexible Metal Conduit (FMC),af10c223-9804-4a30-bddb-3cbfca81628b,N/A (Root),1-1/2 X 50' Liquidtight Flexible Steel Conduit,MATERIAL,LF,8.86,58.83,5.73,Common Work Results for Electrical
"Deschutes County, Oregon",Roofing > Flashing > Vent Pipe Flashing,c7963355-9001-4e2c-9f82-fb199c712d66,N/A (Root),"1-1/2"" - 3"" Roof Flashing Vent Pipe Collar",MATERIAL,EA,25.38,42.57,3.92,
"Deschutes County, Oregon",Plumbing > Specialty Plumbing > Backflow Preventers,e9305ce3-34d5-4ac9-88a0-05fbc0716cc4,N/A (Root),"1-1/2"" 350 Double Check Backflow Non-Potable",MATERIAL,EA,1364.38,67.14,859.09,Facility Water Distribution
"Deschutes County, Oregon",Interior Finishes > Insulation > Foam Board Insulation,bf8d8330-5f9f-4a98-b51b-7aaca0eba7d2,N/A (Root),"1-1/2"" 4X8' R-7.5 Edge Rigid Foam Board Insulation",MATERIAL,SF,1.59,29.97,1.07,Thermal Insulation
